Raman Shift (cm⁻¹),Importância
1065.0,1.5479304749822964e-05
2950.0,1.547855429099649e-05
1472.0,1.5472714617174104e-05
2560.0,1.5468429503014997e-05
1458.0,1.545546076156706e-05
1543.0,1.5451188413145178e-05
987.0,1.5439989754631917e-05
3134.0,1.543322518241032e-05
2897.0,1.541873319908246e-05
1523.0,1.5384497157936676e-05
1296.0,1.5372169007563926e-05
1470.0,1.535760961190624e-05
1289.0,1.535736773323421e-05
490.0,1.5335763146720037e-05
3303.0,1.5328437121313585e-05
1290.0,1.5305869334830993e-05
1525.0,1.530319237357234e-05
3045.0,1.5300834879784073e-05
594.0,1.529089303735927e-05
2611.0,1.5290044000442895e-05
2863.0,1.5278420944903573e-05
1975.0,1.5268319275498147e-05
3257.0,1.5263278796157946e-05
1109.0,1.5262287536789935e-05
525.0,1.5216845553722666e-05
1542.0,1.5208120500254906e-05
1524.0,1.519354811975323e-05
2586.0,1.5192416955571145e-05
2535.0,1.5181437282180922e-05
611.0,1.518010655207255e-05
1954.0,1.5176334509130161e-05
1288.0,1.5173290313895279e-05
1759.0,1.514092728564227e-05
1291.0,1.510804614160003e-05
2584.0,1.5103954957295082e-05
2353.0,1.5087409983399247e-05
943.0,1.507308165093072e-05
1532.0,1.5059440224702718e-05
1249.0,1.5046158043067589e-05
3130.0,1.5015638080306233e-05
1544.0,1.4994689079742291e-05
1052.0,1.4991594983187131e-05
3322.0,1.4970739350258868e-05
2459.0,1.497042086887767e-05
3313.0,1.4963273153129844e-05
1295.0,1.4945536652644513e-05
1972.0,1.4935451063769518e-05
2349.0,1.4929122248001458e-05
2788.0,1.4917324235097836e-05
1064.0,1.4911442559023457e-05
1059.0,1.4904729212879245e-05
414.0,1.4885920252509003e-05
1292.0,1.4885778656471373e-05
2778.0,1.4868377355878672e-05
595.0,1.4862473144049228e-05
2215.0,1.4854731862624623e-05
2613.0,1.4853868449368703e-05
1457.0,1.4845351010776032e-05
2626.0,1.4824604876484332e-05
3314.0,1.4811733720907965e-05
1518.0,1.480073511561107e-05
1758.0,1.478893686528588e-05
1959.0,1.4773168030518128e-05
3258.0,1.476447813397312e-05
1294.0,1.4743593008864169e-05
1293.0,1.4741165953743013e-05
1287.0,1.4732165605819265e-05
2866.0,1.4712128986142787e-05
1280.0,1.4703441155319001e-05
3202.0,1.4699241728583167e-05
1821.0,1.4647916372263451e-05
3015.0,1.4644974502869737e-05
3126.0,1.4633739308701232e-05
3165.0,1.4626908917635224e-05
2541.0,1.4625506375970172e-05
752.0,1.4599052884431298e-05
253.0,1.4558785623080671e-05
3325.0,1.4537371130636426e-05
524.0,1.4526798487760022e-05
1743.0,1.4524848048113123e-05
2477.0,1.451682597169149e-05
3399.0,1.4511834668570114e-05
1471.0,1.4509701251508968e-05
1815.0,1.4491237324150045e-05
3323.0,1.4486791361012732e-05
2892.0,1.447823932333359e-05
1063.0,1.4473292972540547e-05
3316.0,1.4467815824712047e-05
2865.0,1.4463885432622735e-05
3256.0,1.4448431378474414e-05
1224.0,1.4438509971506066e-05
1060.0,1.4438066583629994e-05
3315.0,1.4424229263910088e-05
1757.0,1.4421107310508639e-05
1450.0,1.4415965334370838e-05
1998.0,1.4402941708997693e-05
596.0,1.4391914915694378e-05
840.0,1.4390477209216736e-05
1541.0,1.4385105404586903e-05
3137.0,1.4384044437252312e-05
3221.0,1.4362358345770316e-05
2572.0,1.4327138730534222e-05
3366.0,1.4311140510565477e-05
2978.0,1.4299220541657519e-05
1456.0,1.4256572796948152e-05
3144.0,1.425458758835797e-05
1062.0,1.421880315258876e-05
2615.0,1.4211960273612075e-05
1061.0,1.4199982648767417e-05
3040.0,1.4190826863504107e-05
986.0,1.4183113185153385e-05
2374.0,1.4182435894011169e-05
2785.0,1.4121112572950638e-05
2098.0,1.4109742705877854e-05
271.0,1.4079846266562572e-05
510.0,1.4077456687854838e-05
2007.0,1.407025286580362e-05
1286.0,1.405663390009769e-05
2346.0,1.4037181107785208e-05
2335.0,1.4027658498819139e-05
3206.0,1.4026821455749176e-05
2354.0,1.4015999858246245e-05
2577.0,1.4011861664398822e-05
3220.0,1.4007619238740417e-05
1489.0,1.4001844071309714e-05
2610.0,1.3994566653865635e-05
2864.0,1.3992311738704225e-05
2773.0,1.3942768300676968e-05
3348.0,1.3927868205654895e-05
1756.0,1.3927842217976947e-05
2777.0,1.3914927333283851e-05
1768.0,1.3911841113992413e-05
2616.0,1.3902404454522615e-05
3409.0,1.3899649838679814e-05
834.0,1.3898153493695794e-05
1545.0,1.3887153218823152e-05
938.0,1.3883924156942938e-05
1517.0,1.3877224836355821e-05
1533.0,1.3855921967168946e-05
1121.0,1.3852440902301208e-05
610.0,1.3848993416315828e-05
2951.0,1.3828376916983746e-05
3392.0,1.381702138329321e-05
2097.0,1.3810706770343277e-05
597.0,1.3798964036917913e-05
3345.0,1.3772734292554122e-05
2305.0,1.3743126695323178e-05
2306.0,1.3730352769274666e-05
3263.0,1.372805400615949e-05
2250.0,1.3725427649126057e-05
3077.0,1.3721270877927161e-05
523.0,1.3718998930273734e-05
3222.0,1.3695869817139749e-05
970.0,1.3694631245247776e-05
2220.0,1.3674528534958904e-05
1455.0,1.3656614242066687e-05
2251.0,1.3655326920397958e-05
1511.0,1.364171636561821e-05
493.0,1.3637937179450642e-05
1046.0,1.3630341065471926e-05
2140.0,1.362321799943014e-05
1755.0,1.3612211460497009e-05
3176.0,1.3603541370019484e-05
3280.0,1.3594534026634448e-05
2375.0,1.3570112674837953e-05
1512.0,1.3534169408979044e-05
781.0,1.3518460481260014e-05
2090.0,1.350527364418206e-05
1819.0,1.3502169081946874e-05
1248.0,1.3487718491384931e-05
2099.0,1.3486252315152783e-05
3171.0,1.3479141424964744e-05
1754.0,1.3477995525846505e-05
2249.0,1.3472898738578626e-05
2336.0,1.3470553343756444e-05
2334.0,1.3447198368330871e-05
2348.0,1.3438588320239997e-05
1820.0,1.340262710241205e-05
2088.0,1.3397486209216877e-05
2091.0,1.339176432520409e-05
2373.0,1.3379653322764073e-05
2896.0,1.3374059871661996e-05
3407.0,1.3365674406740475e-05
3219.0,1.3364238947104395e-05
3133.0,1.3353842463684435e-05
3421.0,1.3341261949694808e-05
2141.0,1.3338339614351544e-05
2246.0,1.3321585294532428e-05
357.0,1.3319936777740502e-05
2245.0,1.330928578114673e-05
3291.0,1.3308245169088697e-05
2462.0,1.3300822186229555e-05
2087.0,1.3297727263577138e-05
2248.0,1.3281539499353327e-05
2247.0,1.3261872775833664e-05
3367.0,1.3258969253507005e-05
2977.0,1.3201617147150123e-05
1225.0,1.3188208770814628e-05
1510.0,1.3187746268442744e-05
3145.0,1.3183355982616837e-05
2428.0,1.3178341821096769e-05
3192.0,1.3175567560437536e-05
1285.0,1.3165449479079977e-05
3204.0,1.3160767259745758e-05
3340.0,1.3129610270325116e-05
942.0,1.3119240286147063e-05
1540.0,1.3118808490927878e-05
3046.0,1.311362935487694e-05
1753.0,1.3109289011573572e-05
2061.0,1.3096160844331453e-05
2307.0,1.3075563346159034e-05
2893.0,1.3070372453983288e-05
3262.0,1.3053596005939318e-05
1516.0,1.3052533184807132e-05
1281.0,1.3045844309855745e-05
3284.0,1.3042330616041273e-05
2340.0,1.3039920127494635e-05
2139.0,1.3037167968808303e-05
1513.0,1.3020593666686436e-05
598.0,1.3019639808007303e-05
753.0,1.3012163088870164e-05
1610.0,1.3006232481576708e-05
3352.0,1.2992411034078447e-05
1454.0,1.2991616787669809e-05
3279.0,1.29715072063975e-05
985.0,1.296837855123227e-05
2429.0,1.2954457806893025e-05
2347.0,1.2941925105127872e-05
3153.0,1.2937313128924489e-05
2614.0,1.2937017348838086e-05
2355.0,1.2925496082996207e-05
2252.0,1.2918983680232773e-05
1051.0,1.2913171632117535e-05
2244.0,1.2910445239748282e-05
2062.0,1.2902542621290876e-05
3302.0,1.2893970244122985e-05
2776.0,1.2883841854403093e-05
2006.0,1.286908932193236e-05
2559.0,1.2830246340260308e-05
522.0,1.279578079362252e-05
2534.0,1.2790371259316045e-05
2048.0,1.278999059700449e-05
1502.0,1.278996844453028e-05
2486.0,1.2777003554672466e-05
1971.0,1.2776980236281438e-05
2359.0,1.2735507492058532e-05
3209.0,1.2712374087211894e-05
2131.0,1.2705399210763968e-05
3172.0,1.2704982538733065e-05
1503.0,1.2702299609123767e-05
1950.0,1.2697874213421738e-05
3078.0,1.2693853702861655e-05
3264.0,1.2686928456597107e-05
2358.0,1.2682974291476027e-05
2774.0,1.2669792503039259e-05
2593.0,1.2666704726005942e-05
1534.0,1.266653390763487e-05
3232.0,1.2655965101610672e-05
511.0,1.2636233442800673e-05
3215.0,1.2618803321928504e-05
3360.0,1.257845760920598e-05
1514.0,1.2569387143579232e-05
1515.0,1.2561471677664629e-05
1546.0,1.2544135005691365e-05
1953.0,1.2542852302352444e-05
2089.0,1.253265892377912e-05
3225.0,1.253083317857098e-05
2096.0,1.2512262944832647e-05
3248.0,1.2496784143376374e-05
2976.0,1.2493732893406036e-05
2047.0,1.2489767030003157e-05
3333.0,1.2487451815981273e-05
2008.0,1.248289061803445e-05
2002.0,1.245963008098736e-05
2304.0,1.24449325728952e-05
2427.0,1.2420014621781602e-05
254.0,1.2410320276190817e-05
2337.0,1.2405486349739535e-05
2100.0,1.2402577920549972e-05
1509.0,1.2398096343389591e-05
1752.0,1.2392698097799561e-05
3218.0,1.2390503326980814e-05
3224.0,1.2367821774349156e-05
2487.0,1.2359655764405557e-05
2376.0,1.2341017087052958e-05
3290.0,1.2340445383564644e-05
1451.0,1.2328316857841036e-05
2060.0,1.2327175514564458e-05
2775.0,1.231201699269892e-05
2092.0,1.2305224478114172e-05
939.0,1.2291420561315312e-05
609.0,1.2282049401853017e-05
3292.0,1.2277648397310559e-05
2357.0,1.2257616959620851e-05
2086.0,1.2234616051198807e-05
2356.0,1.223301146005775e-05
3281.0,1.2229934109996198e-05
3050.0,1.2223357730000351e-05
2952.0,1.221809579060211e-05
2968.0,1.2208458396918875e-05
1810.0,1.2200886912286326e-05
1453.0,1.2197809290958873e-05
3158.0,1.2190167443716517e-05
1976.0,1.2177953880911137e-05
1811.0,1.217660790433206e-05
2458.0,1.2141241421659298e-05
1110.0,1.2129411702265953e-05
2142.0,1.2111805494955499e-05
2333.0,1.2105009194325355e-05
3255.0,1.2086485966013594e-05
3411.0,1.2075491130289302e-05
1504.0,1.2074178985836379e-05
1501.0,1.207390279507979e-05
2969.0,1.2069972128650874e-05
1284.0,1.2062318747785084e-05
2063.0,1.2050624405285474e-05
599.0,1.2036764320326623e-05
1226.0,1.2033338795693168e-05
3201.0,1.2017232148176503e-05
2360.0,1.2003608265803323e-05
3389.0,1.1979497434918524e-05
941.0,1.1976330123618461e-05
3184.0,1.1974661086038216e-05
2587.0,1.1964019003667546e-05
2967.0,1.1961866877036564e-05
437.0,1.1957577891133256e-05
2558.0,1.1955060491943192e-05
2647.0,1.195460508081022e-05
971.0,1.1948089216046705e-05
2505.0,1.1940274831406304e-05
3016.0,1.1935537218258993e-05
2975.0,1.1923036543282805e-05
1997.0,1.1907444975435225e-05
2521.0,1.190234246193687e-05
3247.0,1.1901157371312654e-05
2049.0,1.1887860693776314e-05
3362.0,1.1872981083917517e-05
2609.0,1.1862081505167372e-05
372.0,1.1857507172294129e-05
3129.0,1.1854347769629887e-05
2651.0,1.1837985986117795e-05
2504.0,1.1837364711518949e-05
2786.0,1.1815988390167266e-05
2138.0,1.1812188825010144e-05
1809.0,1.1811069121299587e-05
2476.0,1.1808460329686708e-05
2308.0,1.179668268185558e-05
1812.0,1.1793118834094661e-05
984.0,1.1790758338655588e-05
3246.0,1.17865699394549e-05
521.0,1.1770748010868985e-05
3183.0,1.1767623599854766e-05
2970.0,1.1762134284246188e-05
2132.0,1.1730494674468759e-05
3361.0,1.1726907931350666e-05
1539.0,1.171955012402012e-05
1490.0,1.1717871020075327e-05
839.0,1.171197514181085e-05
940.0,1.1708207320691109e-05
2118.0,1.1700576994533222e-05
3249.0,1.1700348675112203e-05
1247.0,1.1698945682649084e-05
2253.0,1.1693073306917148e-05
3223.0,1.1665519220533426e-05
2894.0,1.1645565672789285e-05
2625.0,1.1628050399411029e-05
3349.0,1.161664227706151e-05
1814.0,1.1614170461816e-05
1508.0,1.1612381589791869e-05
1535.0,1.1602133311547656e-05
2430.0,1.1600794511749672e-05
3283.0,1.1587160470134128e-05
1609.0,1.1578549001168069e-05
1744.0,1.1554464453979513e-05
2243.0,1.1549919770272951e-05
754.0,1.1542189375049038e-05
2895.0,1.1536684912202553e-05
2974.0,1.1531223902415072e-05
2602.0,1.1530436107750383e-05
3146.0,1.1529850965711078e-05
1282.0,1.1526580157453121e-05
3359.0,1.1526257490709218e-05
2583.0,1.1501504838219663e-05
2617.0,1.1492381466017826e-05
2971.0,1.1490469735874645e-05
3047.0,1.148812276395084e-05
1120.0,1.1484288803938664e-05
3211.0,1.1462301038565596e-05
3358.0,1.1443478395369695e-05
1547.0,1.1437439302131587e-05
1784.0,1.1412076763065593e-05
512.0,1.1375175486055251e-05
2101.0,1.1363733536143578e-05
1505.0,1.1363502791212632e-05
2973.0,1.1355294042301486e-05
3344.0,1.1354025872866986e-05
2972.0,1.1350779812165984e-05
1751.0,1.134093154580343e-05
1952.0,1.132024223894913e-05
1769.0,1.1319520242714581e-05
780.0,1.1286251587532467e-05
2966.0,1.1258451147294533e-05
3365.0,1.1251238160939657e-05
2426.0,1.1237248672163212e-05
2338.0,1.1236292535409842e-05
1452.0,1.121927024653488e-05
2377.0,1.1208922628088771e-05
2130.0,1.120502516464349e-05
434.0,1.1202198134330734e-05
1588.0,1.1189450896586142e-05
2372.0,1.118774801894379e-05
3410.0,1.1156073316995839e-05
3278.0,1.1155464525979393e-05
3412.0,1.1130386079527496e-05
1806.0,1.1098202322156232e-05
1587.0,1.1088298657229347e-05
1507.0,1.1085098801584652e-05
1589.0,1.1069068448330881e-05
1951.0,1.1057614829296884e-05
2787.0,1.1049228576258148e-05
2093.0,1.1041657626185858e-05
2506.0,1.1032973842890526e-05
1227.0,1.101753292099742e-05
3265.0,1.098895214911743e-05
1813.0,1.0984057891536102e-05
1506.0,1.0981469191658275e-05
1783.0,1.0979025212108723e-05
1808.0,1.097636875582392e-05
2046.0,1.096232272399291e-05
3285.0,1.0952739437554355e-05
3363.0,1.0951586863094325e-05
2520.0,1.0922798853885872e-05
2257.0,1.0919456350861346e-05
3391.0,1.0917399061360292e-05
1047.0,1.0911168936427965e-05
2119.0,1.0910218450408537e-05
3293.0,1.0900933095234787e-05
3301.0,1.0895035446392003e-05
600.0,1.089432079917111e-05
1586.0,1.089058433049167e-05
3155.0,1.0881303675329872e-05
2361.0,1.087255233927425e-05
972.0,1.085942277887927e-05
2557.0,1.0836706723745063e-05
2332.0,1.0836669690136771e-05
3277.0,1.082599594232308e-05
1229.0,1.0824522919772514e-05
1228.0,1.0815865320652835e-05
2064.0,1.0813769716544804e-05
3156.0,1.0809160813295661e-05
2542.0,1.0801938950204018e-05
2953.0,1.0779639349480035e-05
2165.0,1.0776954007497791e-05
1230.0,1.0771010455027891e-05
1536.0,1.0767730782249776e-05
1283.0,1.0764593249982524e-05
2621.0,1.0759711654722575e-05
2256.0,1.0732411268386571e-05
3127.0,1.0726701864609275e-05
1590.0,1.069699167136944e-05
3282.0,1.0691508362166815e-05
255.0,1.0689912259735704e-05
2592.0,1.0687534091598541e-05
1538.0,1.0687395496010407e-05
2254.0,1.0683157623842292e-05
520.0,1.067153059730456e-05
3357.0,1.0663722064463294e-05
492.0,1.0659308232148271e-05
3259.0,1.0657762615316806e-05
1231.0,1.0657092494269064e-05
1585.0,1.065443341323318e-05
2258.0,1.0644274824930783e-05
2522.0,1.0641455386491401e-05
983.0,1.0633656976988328e-05
2095.0,1.0631778184194872e-05
2533.0,1.0621558685540944e-05
2483.0,1.0615577091893718e-05
2112.0,1.0612322431593135e-05
2102.0,1.0604275293267087e-05
2117.0,1.0595247746404766e-05
2022.0,1.058699698617462e-05
2164.0,1.0572814455787666e-05
1805.0,1.056309645472947e-05
2438.0,1.0562920631986437e-05
1807.0,1.0547609344410886e-05
1500.0,1.0531996371948555e-05
1970.0,1.0528890136281234e-05
2059.0,1.0524460680189338e-05
2018.0,1.0519213793505815e-05
1548.0,1.0517649404215838e-05
2111.0,1.0516264752254785e-05
3351.0,1.047257683355528e-05
3382.0,1.0471512830093355e-05
2107.0,1.046956812794857e-05
1232.0,1.0467450268223648e-05
3195.0,1.0462909636066614e-05
2085.0,1.0443664829156411e-05
608.0,1.0432600704105322e-05
2255.0,1.0431492093020668e-05
2475.0,1.0415135928310307e-05
270.0,1.0412873035766755e-05
2023.0,1.0412098916821626e-05
3341.0,1.0402548124722116e-05
1537.0,1.0377428862384735e-05
1785.0,1.0357452568360635e-05
2113.0,1.0356715742894864e-05
1584.0,1.0328396891855295e-05
3390.0,1.0324892346028466e-05
2021.0,1.0316147234384685e-05
2110.0,1.0309630874801729e-05
3294.0,1.03051066664156e-05
3245.0,1.030319378026852e-05
2094.0,1.0299755605645523e-05
513.0,1.0266015654050457e-05
3226.0,1.026041034455439e-05
491.0,1.0259049415974576e-05
1050.0,1.0254066248563237e-05
2439.0,1.0252977661035019e-05
358.0,1.0252579897760895e-05
3200.0,1.0251316151924133e-05
2108.0,1.0251181833249293e-05
2965.0,1.024787768708264e-05
2221.0,1.0233121929227575e-05
2143.0,1.0222686361019186e-05
2109.0,1.0217982788672757e-05
3217.0,1.0204910275888726e-05
1591.0,1.0202488015894587e-05
1233.0,1.0173980858263723e-05
2622.0,1.0171140083245162e-05
755.0,1.0161474317993553e-05
2339.0,1.0152883562938143e-05
1960.0,1.0139701640520545e-05
3350.0,1.0137254249163847e-05
2303.0,1.013168381239914e-05
2210.0,1.0122673433957625e-05
2103.0,1.0122448933486356e-05
2259.0,1.0115736370338235e-05
2017.0,1.0114447646561256e-05
2106.0,1.0099996163822976e-05
2378.0,1.0079790996381496e-05
3128.0,1.006666360893829e-05
2019.0,1.0064979654390913e-05
3017.0,1.0045899108337808e-05
1573.0,1.004254751405185e-05
3168.0,1.0037478529491727e-05
3210.0,1.0032550210880354e-05
2556.0,1.0023823966788563e-05
2020.0,1.0023447811239681e-05
1750.0,1.0018033981865876e-05
2503.0,1.0016473233460348e-05
3039.0,1.001644019772491e-05
1572.0,1.0009894444990047e-05
2620.0,1.0005960663013883e-05
3048.0,9.98829830383473e-06
3295.0,9.976696192363982e-06
3400.0,9.970423999697847e-06
2425.0,9.947337155407505e-06
1608.0,9.939590686250154e-06
2180.0,9.935247755661807e-06
2331.0,9.933654270110608e-06
2137.0,9.927983399923767e-06
2050.0,9.927313451241542e-06
2362.0,9.925203780327777e-06
2105.0,9.917139705900389e-06
2543.0,9.915952045758051e-06
2104.0,9.892956568036635e-06
3154.0,9.887212239756052e-06
1571.0,9.87884105507219e-06
2591.0,9.876926179566854e-06
1583.0,9.863585220294832e-06
3261.0,9.863499990236512e-06
2507.0,9.841788114345357e-06
1574.0,9.83722834981003e-06
3326.0,9.76777575598206e-06
3196.0,9.767739542311211e-06
3286.0,9.762163619744077e-06
1966.0,9.760713212561177e-06
3374.0,9.760512117102983e-06
1592.0,9.752298493949304e-06
2431.0,9.749076338669961e-06
1234.0,9.743921300901649e-06
1111.0,9.742625201351613e-06
2437.0,9.737612533121579e-06
3194.0,9.729965338700502e-06
1246.0,9.726995198436988e-06
3289.0,9.712054723328855e-06
3373.0,9.702954025851475e-06
2114.0,9.692447647630857e-06
2209.0,9.69133481192564e-06
3414.0,9.690529844798489e-06
1782.0,9.66960979251474e-06
2181.0,9.668801010268327e-06
2954.0,9.621543924473636e-06
2578.0,9.615592735194359e-06
2485.0,9.610936741666617e-06
1119.0,9.609334234991896e-06
1804.0,9.591803747745875e-06
973.0,9.582260523717444e-06
2463.0,9.571531230508429e-06
3368.0,9.568851391014949e-06
2126.0,9.562487304651102e-06
3343.0,9.556772923879716e-06
2260.0,9.552430451768926e-06
1965.0,9.545141121881763e-06
519.0,9.544683868358903e-06
2024.0,9.541109972084698e-06
982.0,9.503361985461707e-06
2125.0,9.498966844534114e-06
1570.0,9.492586386143702e-06
601.0,9.482940655647315e-06
1967.0,9.465695098033328e-06
2309.0,9.451664398625023e-06
256.0,9.411842859606489e-06
2330.0,9.398630781501429e-06
1996.0,9.391122082390804e-06
1593.0,9.384226944349801e-06
2065.0,9.377083041666554e-06
3300.0,9.371434858651657e-06
3032.0,9.337042622012999e-06
779.0,9.327704624465442e-06
1575.0,9.32256646288122e-06
3199.0,9.32206440841572e-06
1582.0,9.307947982109587e-06
1491.0,9.305869108818638e-06
514.0,9.29496925268735e-06
2318.0,9.290482153390089e-06
3170.0,9.28976146298539e-06
3269.0,9.277913213250274e-06
2495.0,9.275619315396499e-06
2555.0,9.262777864739272e-06
3250.0,9.251933756636172e-06
1549.0,9.236805706347256e-06
2964.0,9.233639161940993e-06
2327.0,9.221504866743217e-06
2179.0,9.204255732044211e-06
3328.0,9.204185900834362e-06
3205.0,9.203602085371522e-06
3244.0,9.201411184883792e-06
3173.0,9.200661581944759e-06
2326.0,9.180679094658515e-06
2329.0,9.173428844892e-06
2608.0,9.170140247999873e-06
3175.0,9.163854703672986e-06
2328.0,9.160879624013277e-06
1235.0,9.1573793324915e-06
3157.0,9.157172232736549e-06
3287.0,9.133097131387603e-06
